,room_type,price,host_acceptance_rate,host_is_superhost,accommodates,bathrooms,review_scores_cleanliness,host_identity_verified,instant_bookable,property_type
1065,2,784.0,100.0,0,1,1.0,4.72,1,0,53
1066,2,800.0,100.0,0,2,1.0,4.58,1,1,53
1067,2,404.0,99.0,0,4,2.0,4.8,1,1,42
1068,2,550.0,100.0,1,2,1.0,4.92,1,1,51
1070,2,1394.0,99.0,0,1,1.0,4.8,1,0,51
1071,2,809.0,87.0,0,1,1.0,5.0,1,0,51
1073,2,1114.0,99.0,0,2,1.0,4.8,0,0,42
1074,2,425.0,0.0,0,1,3.0,5.0,1,0,42
1076,2,566.0,99.0,1,2,1.0,4.84,1,0,42
1078,2,300.0,93.0,1,1,4.5,4.88,1,1,42
1079,2,1114.0,99.0,0,1,4.5,4.8,0,0,42
1080,2,443.0,70.0,1,2,1.5,4.78,1,0,40
1082,2,1114.0,99.0,0,1,1.5,4.8,0,0,51
1083,2,306.0,88.0,0,2,1.5,4.79,1,0,34
1084,2,480.0,96.0,0,1,1.0,4.93,1,1,42
1086,2,527.0,100.0,0,2,1.0,4.8,1,0,51
1087,2,2050.0,15.0,0,2,1.0,5.0,1,0,42
1089,2,1618.0,99.0,0,2,1.0,4.8,1,1,42
1090,2,303.0,0.0,0,2,1.0,4.67,1,0,51
1093,2,1114.0,57.0,0,2,1.5,5.0,1,0,47
1098,2,700.0,100.0,0,2,1.0,4.92,1,1,42
1099,2,1114.0,99.0,0,1,1.0,4.8,0,0,42
1102,2,1114.0,91.0,1,2,2.0,4.96,1,0,42
1105,2,527.0,100.0,0,2,2.0,4.92,1,0,51
1107,2,390.0,0.0,0,1,1.0,4.6,1,0,34
1108,2,1114.0,99.0,0,1,1.0,4.8,0,0,42
1109,2,2050.0,15.0,0,2,2.0,4.8,1,0,42
1110,2,2021.0,15.0,0,2,1.0,4.8,1,0,42
1114,2,387.0,39.0,0,2,1.5,4.6,1,0,42
1116,2,1114.0,99.0,0,1,1.0,4.88,1,0,51
1120,2,1114.0,99.0,0,2,1.0,4.8,0,0,42
1121,2,1114.0,99.0,0,2,1.0,4.8,1,0,51
1122,2,1114.0,99.0,0,1,1.0,4.8,0,0,51
1123,2,1114.0,99.0,0,2,1.0,4.8,0,0,51
1124,2,1114.0,99.0,0,2,1.0,4.8,1,0,51
1125,2,1114.0,99.0,0,3,1.0,5.0,1,0,42
1126,2,1033.0,99.0,0,2,1.0,4.96,1,1,42
1130,2,752.0,99.0,1,4,1.0,4.61,1,0,42
1132,2,2224.0,99.0,0,4,2.0,4.8,1,0,42
1133,2,580.0,98.0,1,1,1.0,4.92,1,0,42
1136,2,250.0,100.0,0,2,1.0,4.71,1,0,51
1138,2,1114.0,99.0,0,1,1.0,4.8,0,0,34
1144,2,2619.0,99.0,0,2,1.0,4.8,1,0,51
1146,2,1010.0,60.0,0,3,1.0,4.91,1,0,51
1147,2,1114.0,57.0,0,2,1.0,4.81,1,0,47
1148,2,1114.0,99.0,0,1,1.0,5.0,0,0,34
1149,2,450.0,91.0,1,2,1.5,4.97,1,0,42
1153,2,895.0,60.0,0,3,1.0,4.8,1,0,51
1154,2,943.0,60.0,0,3,1.0,5.0,1,0,51
1155,2,841.0,60.0,0,2,1.0,4.93,1,0,51
1160,2,910.0,99.0,0,2,1.0,5.0,1,0,42
1161,2,550.0,92.0,0,2,3.0,4.87,1,0,47
1162,2,9605.0,33.0,0,16,16.0,5.0,1,0,29
1165,2,803.0,99.0,0,2,1.0,4.75,1,1,42
1168,2,1114.0,99.0,0,1,1.0,4.8,0,0,51
1170,2,414.0,90.0,1,1,1.0,4.92,1,0,34
