,room_type,price,host_acceptance_rate,host_is_superhost,accommodates,bathrooms,review_scores_cleanliness,host_identity_verified,instant_bookable,property_type
9556,2,40.0,78.0,1,2,1.0,4.88,1,0,50
9559,2,95.0,100.0,1,3,1.0,4.78,1,0,50
9560,2,150.0,97.0,0,1,1.0,5.0,1,0,50
9561,2,72.0,98.0,0,2,1.0,4.56,1,0,50
9565,2,150.0,97.0,0,2,2.0,4.67,1,0,50
9575,2,300.0,97.0,0,4,1.0,4.68,1,0,50
9577,2,150.0,0.0,0,1,1.0,4.8,1,0,53
9580,2,150.0,97.0,0,2,1.0,5.0,1,0,62
9587,2,150.0,97.0,0,2,1.0,5.0,0,0,50
9589,2,69.0,88.0,1,2,1.0,5.0,1,0,50
9594,2,71.0,97.0,0,2,1.0,4.78,1,0,50
9597,2,92.0,100.0,0,2,1.0,4.56,0,0,50
9599,2,150.0,97.0,0,1,3.5,5.0,1,0,50
9600,2,150.0,97.0,0,1,3.5,4.8,1,0,50
9602,2,249.0,97.0,0,3,1.5,5.0,0,0,62
9608,2,150.0,97.0,0,1,1.0,5.0,1,0,50
9610,2,65.0,96.0,1,2,1.0,4.9,1,0,50
9612,2,150.0,97.0,0,2,1.0,5.0,1,0,50
9614,2,150.0,97.0,0,1,1.0,4.67,1,0,43
9621,2,66.0,99.0,1,2,1.0,4.89,1,1,50
9622,2,125.0,97.0,0,2,1.0,4.86,1,0,57
9626,2,98.0,94.0,1,4,1.0,4.8,1,0,50
9628,2,75.0,34.0,1,4,1.0,4.33,1,0,50
9630,2,70.0,100.0,0,1,1.0,4.73,1,0,50
9631,2,67.0,98.0,0,2,1.0,4.97,1,0,50
9634,2,150.0,97.0,0,2,1.0,4.8,1,0,43
9635,2,150.0,97.0,0,2,1.0,4.8,1,0,48
9640,2,150.0,97.0,0,2,1.0,4.8,1,0,50
9643,2,99.0,90.0,1,2,1.5,4.83,1,0,50
9645,2,55.0,0.0,0,4,1.0,4.67,1,0,57
9646,2,150.0,97.0,0,1,1.0,5.0,0,0,57
9647,2,109.0,99.0,1,1,1.0,5.0,1,0,62
9648,2,150.0,97.0,0,2,1.0,5.0,0,0,61
9650,2,53.0,99.0,0,2,1.0,4.69,1,0,50
9651,2,150.0,97.0,0,1,1.0,4.8,1,0,50
9652,2,41.0,100.0,1,1,1.0,4.97,0,1,50
9653,2,45.0,97.0,1,2,1.0,4.85,1,0,50
9659,2,150.0,97.0,0,2,2.0,4.94,1,0,57
9661,2,94.0,48.0,1,3,1.0,4.79,1,0,50
9662,2,150.0,97.0,0,2,1.0,4.92,1,0,48
9663,2,150.0,97.0,0,4,1.0,4.8,1,0,50
9664,2,57.0,88.0,1,2,1.0,4.98,1,0,50
9666,2,150.0,97.0,0,1,1.0,4.8,0,0,50
9667,2,150.0,97.0,0,2,1.0,5.0,1,0,62
9668,2,104.0,99.0,0,2,1.0,4.53,1,1,62
9670,2,150.0,97.0,0,1,1.0,4.0,1,1,50
9672,2,150.0,97.0,0,2,2.5,4.8,0,0,57
9673,2,95.0,97.0,0,3,1.0,5.0,1,1,57
9677,2,150.0,97.0,0,2,1.0,4.8,0,0,57
9679,2,104.0,97.0,0,2,1.0,5.0,1,0,43
9680,2,150.0,97.0,0,2,1.0,4.63,1,0,43
9684,2,128.0,99.0,0,2,1.5,4.5,1,0,62
9697,2,150.0,97.0,0,2,1.0,4.8,1,0,50
9701,2,100.0,99.0,1,2,1.0,5.0,1,0,50
9704,2,35.0,64.0,1,2,1.0,4.87,1,0,50
9708,2,150.0,97.0,0,2,1.0,4.8,1,0,57
9716,2,75.0,88.0,0,2,1.5,5.0,1,0,62
9718,2,74.0,97.0,1,2,1.5,4.97,1,1,50
9721,2,150.0,97.0,0,2,1.0,4.8,0,0,50
9722,2,150.0,97.0,0,2,1.0,4.8,0,0,50
9725,2,150.0,97.0,0,1,2.0,4.8,1,0,37
9726,2,70.0,87.0,1,2,1.0,4.93,1,0,48
9728,2,89.0,97.0,1,2,1.0,4.97,1,0,50
9731,2,150.0,97.0,0,2,1.0,4.82,1,0,50
9732,2,73.0,99.0,1,2,1.0,4.9,1,0,50
9736,2,150.0,97.0,0,2,1.0,5.0,0,0,50
9738,2,64.0,0.0,0,1,1.0,4.58,1,0,50
9741,2,45.0,100.0,0,2,1.5,4.83,1,0,50
9742,2,150.0,97.0,0,4,1.5,5.0,1,0,57
9747,2,85.0,72.0,1,1,1.0,4.95,1,0,50
9750,2,150.0,97.0,0,4,1.0,4.0,0,0,50
9755,2,120.0,97.0,0,2,1.5,4.93,1,0,43
9756,2,75.0,82.0,0,2,1.0,4.51,1,0,37
9761,2,58.0,98.0,0,2,1.0,4.68,1,1,50
9770,2,65.0,97.0,0,2,1.0,4.9,1,0,43
9772,2,82.0,33.0,1,1,1.0,4.81,1,0,57
9774,2,68.0,97.0,0,2,1.5,4.95,1,0,62
9779,2,150.0,100.0,0,2,1.0,4.82,1,0,57
9784,2,150.0,97.0,0,1,1.0,4.43,0,0,37
9787,2,150.0,97.0,0,2,1.0,5.0,1,0,57
9788,2,70.0,97.0,0,1,1.0,5.0,1,0,50
9791,2,150.0,97.0,0,1,1.0,3.75,0,0,57
9794,2,68.0,99.0,1,2,1.0,4.88,1,0,50
9796,2,73.0,98.0,1,2,1.0,4.92,1,0,50
9803,2,150.0,97.0,0,4,2.0,4.8,1,0,57
9807,2,78.0,0.0,0,1,1.0,4.51,1,0,50
9810,2,150.0,97.0,0,2,1.0,4.8,1,0,57
9815,2,146.0,97.0,0,1,1.0,5.0,0,0,37
9816,2,150.0,97.0,0,2,1.0,4.8,0,0,57
9818,2,150.0,97.0,0,2,1.0,4.87,1,0,65
9819,2,150.0,97.0,0,2,1.0,4.44,1,0,57
9824,2,45.0,100.0,1,1,1.0,4.93,0,0,50
9825,2,50.0,97.0,0,4,2.0,4.8,1,1,50
9828,2,150.0,97.0,0,2,1.0,4.93,1,0,50
9834,2,65.0,97.0,0,2,1.5,4.8,0,0,50
9838,2,150.0,97.0,0,3,3.0,5.0,1,0,57
9840,2,150.0,97.0,0,1,1.0,4.8,1,0,62
9847,2,150.0,97.0,0,2,1.0,4.8,0,0,43
9855,2,150.0,97.0,0,2,1.0,4.57,1,0,57
9860,2,150.0,97.0,0,2,2.0,4.97,1,0,50
9865,2,150.0,97.0,0,2,1.0,4.8,1,0,51
9866,2,170.0,99.0,1,2,1.0,4.91,1,0,50
9867,2,150.0,97.0,0,2,1.0,4.8,1,0,51
9868,2,150.0,97.0,0,2,1.0,4.8,1,0,43
9869,2,150.0,97.0,0,5,1.0,4.76,1,0,50
9874,2,150.0,97.0,0,2,2.5,4.92,1,1,62
9881,2,88.0,88.0,1,3,1.0,4.94,1,0,50
9889,2,150.0,97.0,0,3,1.5,5.0,0,0,62
9895,2,150.0,97.0,0,2,1.0,4.8,1,0,57
9909,2,150.0,92.0,0,2,1.0,5.0,1,0,50
9912,2,150.0,97.0,0,2,2.0,2.0,0,0,50
9914,2,150.0,97.0,0,2,1.0,4.87,1,0,62
9915,2,75.0,0.0,0,1,1.0,4.8,1,0,57
9925,2,60.0,0.0,0,1,1.0,4.85,1,0,57
9928,2,2180.0,97.0,0,1,1.0,4.33,1,1,50
9947,2,150.0,97.0,0,1,1.0,4.95,1,0,57
9949,2,70.0,85.0,1,1,1.0,4.92,1,0,50
9951,2,150.0,97.0,0,2,1.0,4.8,1,0,37
9953,2,150.0,97.0,0,2,1.0,4.8,0,1,57
9961,2,91.0,99.0,1,2,1.0,4.96,1,0,50
9967,2,150.0,97.0,0,4,2.0,5.0,1,0,50
9970,2,150.0,97.0,0,4,1.0,5.0,1,0,57
9973,2,150.0,97.0,0,4,3.0,4.8,0,0,57
9978,2,75.0,82.0,1,2,1.0,4.95,0,0,50
9982,2,250.0,100.0,1,6,1.0,4.96,1,0,50
9986,2,150.0,97.0,0,2,1.0,4.8,1,0,50
9987,2,150.0,97.0,0,1,1.0,4.8,0,0,57
9991,2,150.0,97.0,0,8,9.0,4.5,1,0,50
9992,2,150.0,97.0,0,3,9.0,4.8,1,0,57
9993,2,150.0,97.0,0,2,9.0,4.8,1,0,57
10000,2,150.0,97.0,0,2,2.0,4.8,1,0,50
10001,2,150.0,97.0,0,2,2.0,4.8,1,0,50
10002,2,150.0,97.0,0,2,2.0,4.8,1,0,50
10005,2,150.0,97.0,0,1,2.0,4.94,1,0,50
10009,2,60.0,100.0,1,1,1.0,4.88,1,0,50
10010,2,150.0,97.0,0,1,1.0,4.8,1,0,50
10016,2,62.0,74.0,0,2,1.0,5.0,1,0,57
10018,2,150.0,97.0,0,2,1.0,4.8,1,0,57
10020,2,150.0,97.0,0,2,1.0,5.0,0,0,50
10026,2,70.0,50.0,0,1,1.0,5.0,1,0,57
10027,2,42.0,0.0,0,2,1.0,5.0,1,0,37
10029,2,109.0,100.0,0,3,1.0,4.7,1,0,65
10030,2,82.0,100.0,0,2,1.0,4.6,1,1,65
10040,2,156.0,100.0,1,2,1.0,4.97,0,1,50
10042,2,62.0,74.0,0,2,1.0,4.59,1,0,57
10045,2,69.0,97.0,0,2,1.0,4.8,1,1,35
10046,2,150.0,97.0,0,2,1.0,5.0,1,0,50
10047,2,150.0,97.0,0,2,1.0,5.0,1,0,37
10050,2,150.0,97.0,0,2,1.0,4.8,0,0,57
10054,2,73.0,97.0,0,1,1.0,5.0,0,0,45
10055,2,150.0,97.0,0,1,1.0,4.91,1,0,48
10060,2,70.0,97.0,0,1,1.0,4.8,1,0,50
10064,2,47.0,81.0,1,4,1.0,4.74,1,0,50
10069,2,55.0,0.0,0,2,1.0,4.8,1,0,50
10070,2,85.0,100.0,0,1,1.0,4.53,0,0,57
10071,2,69.0,100.0,1,2,1.0,4.97,0,0,50
10074,2,150.0,97.0,0,2,2.0,4.8,1,0,50
10075,2,150.0,97.0,0,2,2.0,4.8,1,0,59
10077,2,150.0,97.0,0,2,1.0,4.8,0,0,50
10080,2,65.0,97.0,0,2,1.0,4.9,1,0,50
10081,2,150.0,97.0,0,1,1.0,5.0,1,0,57
10082,2,150.0,97.0,0,2,1.0,4.8,1,0,57
10087,2,65.0,68.0,1,1,1.0,4.64,1,0,43
10089,2,68.0,50.0,0,2,1.0,4.8,1,0,50
10091,2,150.0,97.0,0,2,0.0,4.89,1,0,50
10099,2,150.0,97.0,0,1,2.0,4.8,1,0,50
10100,2,59.0,91.0,1,1,1.0,4.05,1,0,50
10103,2,89.0,97.0,1,2,1.0,5.0,1,0,65
10104,2,150.0,97.0,0,1,1.0,4.14,1,0,43
10109,2,150.0,97.0,0,1,1.0,4.75,1,0,50
10113,2,61.0,86.0,0,2,1.0,4.83,1,0,43
10114,2,149.0,75.0,0,2,1.0,4.96,1,0,50
10118,2,108.0,100.0,1,2,1.0,4.96,1,1,49
10123,2,150.0,97.0,0,1,1.0,4.8,0,0,50
10125,2,50.0,97.0,1,2,1.0,4.78,1,0,50
10126,2,150.0,97.0,0,1,1.0,4.8,0,0,57
10127,2,150.0,97.0,0,1,1.0,5.0,1,0,57
10133,2,150.0,97.0,0,2,2.0,4.39,0,0,50
10134,2,150.0,97.0,1,1,2.0,4.81,1,0,50
10135,2,150.0,97.0,0,2,2.0,4.96,1,0,57
10139,2,150.0,97.0,0,4,1.0,4.8,1,0,57
10143,2,59.0,91.0,1,1,1.0,4.55,1,0,50
10145,2,86.0,93.0,1,2,1.0,4.91,1,1,50
10146,2,150.0,97.0,0,4,1.0,4.5,1,0,57
10152,2,150.0,78.0,1,1,2.0,4.94,1,0,50
10153,2,150.0,97.0,0,2,2.0,4.8,1,0,50
10158,2,150.0,97.0,0,1,1.5,4.54,1,0,57
10159,2,50.0,82.0,0,1,0.0,4.41,1,0,52
10161,2,150.0,97.0,0,2,1.0,4.0,1,0,50
10162,2,150.0,97.0,0,2,1.0,4.8,1,0,50
10164,2,150.0,97.0,0,2,1.0,4.8,0,0,50
10171,2,90.0,97.0,0,1,1.5,4.8,1,0,50
10175,2,150.0,97.0,0,2,1.0,4.8,1,0,57
10189,2,150.0,97.0,0,2,1.0,5.0,0,0,57
10190,2,98.0,100.0,1,2,1.0,4.99,1,1,50
10193,2,114.0,97.0,0,2,1.0,4.8,1,0,50
10195,2,62.0,40.0,0,2,1.0,4.8,1,0,57
10203,2,40.0,94.0,0,1,1.5,4.35,1,0,50
10214,2,150.0,97.0,0,2,1.0,4.8,1,0,50
10220,2,150.0,97.0,0,2,1.0,5.0,0,0,57
10221,2,150.0,97.0,0,2,1.0,4.8,1,0,53
10225,2,150.0,97.0,0,3,1.0,4.96,1,0,50
10231,2,150.0,97.0,0,2,1.0,5.0,1,0,57
10232,2,100.0,91.0,1,2,1.0,4.77,1,0,50
10233,2,150.0,97.0,0,2,1.0,5.0,0,0,50
10235,2,150.0,97.0,0,2,2.5,4.96,1,0,50
10241,2,52.0,94.0,1,2,2.5,4.82,1,0,50
10242,2,150.0,97.0,0,1,2.5,5.0,1,0,57
10244,2,150.0,97.0,0,1,1.0,4.75,1,0,57
10245,2,150.0,97.0,0,1,1.0,4.94,0,0,50
10246,2,150.0,97.0,0,2,1.0,3.0,1,0,57
10251,2,62.0,67.0,0,1,1.0,5.0,1,0,50
10254,2,150.0,97.0,0,2,2.0,4.8,1,0,57
10255,2,150.0,97.0,0,3,2.0,5.0,1,0,50
10256,2,53.0,99.0,0,2,1.0,4.8,1,0,47
10258,2,150.0,97.0,0,2,1.0,5.0,0,0,50
10263,2,150.0,97.0,0,2,2.5,4.8,1,0,50
10264,2,150.0,97.0,0,2,2.5,4.8,0,0,62
10265,2,150.0,97.0,0,1,2.5,5.0,0,0,50
10267,2,150.0,97.0,0,1,5.0,4.82,1,0,50
10268,2,150.0,97.0,0,3,5.0,4.8,1,0,50
10274,2,79.0,47.0,1,1,1.0,5.0,1,1,50
10276,2,150.0,97.0,0,1,1.0,4.82,0,0,57
10278,2,75.0,0.0,0,1,1.0,4.95,1,0,50
10282,2,150.0,97.0,0,2,1.0,4.8,1,0,57
10290,2,150.0,97.0,0,3,1.5,4.0,1,1,57
10294,2,68.0,71.0,1,2,1.0,5.0,1,0,50
10295,2,150.0,97.0,0,1,1.0,5.0,1,1,34
10298,2,53.0,97.0,0,2,1.0,4.62,0,1,50
10302,2,150.0,97.0,0,4,1.0,5.0,1,0,50
10303,2,35.0,93.0,1,2,3.0,4.78,1,0,50
10307,2,47.0,90.0,0,1,1.0,4.57,1,0,50
10308,2,39.0,50.0,0,2,1.5,4.25,1,0,57
10311,2,150.0,97.0,0,4,1.5,4.8,1,0,50
10313,2,150.0,97.0,0,2,2.0,4.85,1,0,57
10317,2,75.0,91.0,1,1,1.0,4.74,1,0,50
10326,2,59.0,50.0,0,1,1.0,4.75,1,0,57
10331,2,49.0,100.0,0,2,1.0,4.89,1,0,50
10341,2,97.0,100.0,1,2,1.0,4.77,1,0,50
10343,2,150.0,0.0,0,1,4.0,4.78,1,0,57
10344,2,150.0,97.0,0,2,4.0,4.8,1,0,50
10350,2,150.0,97.0,0,2,2.0,5.0,0,0,50
10351,2,150.0,97.0,0,1,2.0,4.8,0,0,50
10352,2,150.0,50.0,0,1,2.0,4.84,1,0,57
10358,2,150.0,97.0,0,1,1.0,5.0,1,0,57
10360,2,150.0,97.0,0,2,1.0,5.0,0,0,57
10361,2,150.0,100.0,1,1,1.0,5.0,1,0,50
10362,2,150.0,97.0,0,2,1.0,4.77,1,1,50
10363,2,150.0,97.0,0,2,1.0,4.8,0,0,57
10364,2,150.0,97.0,0,1,1.0,4.8,1,0,57
10372,2,150.0,97.0,0,2,1.0,4.67,1,1,50
10376,2,150.0,97.0,0,1,1.0,4.8,0,0,50
10377,2,150.0,97.0,0,2,1.0,4.8,0,0,57
10379,2,150.0,97.0,0,4,2.0,4.83,1,1,50
10385,2,150.0,97.0,0,2,1.0,4.8,0,0,57
10386,2,50.0,97.0,0,2,1.0,4.46,0,1,50
10392,2,150.0,97.0,0,2,1.0,4.45,1,0,57
10401,2,150.0,97.0,0,5,1.0,4.8,1,0,50
10409,2,69.0,50.0,0,1,1.0,4.8,1,0,57
10420,2,150.0,97.0,0,1,1.0,4.8,1,0,53
10421,2,54.0,45.0,0,1,1.0,5.0,1,0,43
10424,2,150.0,97.0,0,2,1.0,5.0,0,0,50
10425,2,150.0,0.0,0,1,1.0,5.0,1,0,65
10434,2,150.0,88.0,0,2,1.0,4.39,1,0,37
10435,2,150.0,97.0,0,1,1.0,4.8,1,0,50
10436,2,54.0,45.0,0,1,1.0,4.33,1,0,57
10437,2,150.0,97.0,0,2,1.0,4.27,0,0,57
10438,2,150.0,97.0,0,2,1.0,4.88,0,0,57
10440,2,58.0,75.0,0,1,1.5,4.89,1,0,50
10446,2,150.0,97.0,0,2,1.0,4.8,1,0,50
10448,2,150.0,97.0,0,1,4.5,4.8,1,0,57
10454,2,75.0,97.0,0,1,1.0,5.0,1,0,50
10462,2,74.0,100.0,1,2,2.0,4.54,1,1,50
10465,2,49.0,100.0,0,1,1.0,4.77,0,1,50
10469,2,150.0,97.0,0,2,1.5,4.8,1,0,50
10470,2,79.0,99.0,1,2,1.0,4.91,0,0,50
10472,2,89.0,83.0,1,2,1.0,4.6,1,0,43
10473,2,118.0,100.0,0,2,1.0,4.7,1,0,50
10476,2,95.0,95.0,0,2,1.0,4.82,1,0,70
10477,2,55.0,100.0,1,1,1.0,4.95,1,0,50
10479,2,150.0,97.0,0,1,1.5,4.8,1,0,43
10480,2,150.0,97.0,0,2,1.5,5.0,1,0,50
10487,2,110.0,91.0,1,2,1.0,4.5,1,0,50
10490,2,150.0,97.0,0,2,1.0,4.8,1,0,57
10493,2,150.0,97.0,0,2,1.0,4.8,0,0,50
10494,2,69.0,97.0,0,2,1.5,5.0,1,0,43
10497,2,150.0,0.0,0,2,2.0,4.85,1,0,50
10501,2,150.0,97.0,0,1,1.0,5.0,0,0,43
10503,2,75.0,75.0,1,2,1.0,4.9,0,0,50
10513,2,150.0,97.0,0,2,1.0,4.8,0,0,50
10519,2,57.0,86.0,0,2,1.0,4.97,1,0,50
10522,2,150.0,97.0,0,1,1.0,4.8,1,0,46
10524,2,80.0,50.0,0,1,1.0,4.91,1,0,50
10530,2,150.0,97.0,0,2,1.0,4.8,0,0,57
10531,2,100.0,99.0,0,4,1.0,4.61,1,0,50
10534,2,150.0,97.0,0,1,1.0,4.8,1,0,50
10537,2,150.0,97.0,0,2,1.0,4.8,0,0,57
10541,2,55.0,86.0,0,2,1.0,4.65,1,0,50
10547,2,50.0,100.0,0,2,1.0,4.75,1,0,50
10548,2,180.0,100.0,0,4,1.0,4.94,1,0,50
10557,2,55.0,0.0,0,1,1.0,5.0,1,0,50
10559,2,150.0,97.0,0,4,1.0,4.46,1,0,50
10567,2,150.0,97.0,0,2,1.0,5.0,1,0,50
10568,2,150.0,95.0,1,1,1.0,4.89,1,0,57
10572,2,50.0,100.0,1,2,1.0,4.82,1,1,50
10573,2,97.0,97.0,1,2,1.0,4.88,1,0,57
10575,2,150.0,97.0,0,1,2.0,4.8,0,0,57
10576,2,97.0,95.0,1,2,1.0,4.96,1,0,50
10580,2,75.0,86.0,0,2,1.0,4.54,1,0,49
10584,2,58.0,100.0,1,2,1.0,4.9,1,0,50
10585,2,150.0,97.0,0,2,1.0,4.8,1,0,57
10590,2,150.0,97.0,0,2,1.0,4.8,1,0,50
10593,2,91.0,100.0,0,3,2.0,4.73,1,1,50
10596,2,189.0,100.0,0,2,1.0,4.64,1,0,48
10599,2,150.0,97.0,0,2,1.0,5.0,1,0,62
10602,2,150.0,97.0,0,2,2.0,5.0,1,0,50
10604,2,150.0,97.0,0,2,1.0,5.0,0,0,43
10609,2,150.0,97.0,0,1,1.0,5.0,1,0,57
10610,2,150.0,97.0,0,3,1.0,5.0,1,0,57
10616,2,100.0,97.0,0,1,1.0,4.73,1,0,65
10620,2,55.0,97.0,0,1,1.0,4.89,1,0,50
10623,2,150.0,97.0,0,2,1.0,4.58,1,0,50
10625,2,150.0,97.0,0,2,4.0,4.84,1,0,65
10626,2,160.0,100.0,1,2,1.0,4.95,1,1,50
10627,2,150.0,97.0,0,2,1.0,3.75,1,0,57
10630,2,150.0,97.0,0,4,1.0,4.84,1,0,65
10631,2,150.0,97.0,0,2,1.0,4.67,0,0,65
10632,2,47.0,45.0,0,2,1.0,4.8,1,0,57
10634,2,150.0,97.0,0,4,3.0,4.59,1,0,50
10635,2,150.0,97.0,0,2,3.0,4.25,1,0,50
10636,2,150.0,97.0,0,2,3.0,4.22,1,0,50
10637,2,150.0,97.0,0,1,3.0,4.8,0,0,53
10644,2,150.0,97.0,0,2,1.0,4.8,1,0,65
10645,2,150.0,97.0,0,4,1.0,4.8,1,0,65
10646,2,150.0,97.0,0,1,1.0,4.8,1,0,43
10649,2,150.0,97.0,0,2,1.0,4.61,1,0,57
10650,2,75.0,86.0,1,2,1.0,4.91,1,0,43
10651,2,150.0,91.0,1,1,1.0,5.0,1,0,50
10654,2,75.0,75.0,1,2,1.0,5.0,0,0,50
10667,2,150.0,97.0,0,2,1.0,4.8,1,0,57
10671,2,75.0,75.0,1,2,1.0,4.86,0,0,50
10672,2,103.0,100.0,1,2,1.0,4.93,1,0,65
10673,2,190.0,97.0,0,1,1.0,4.8,1,0,57
10674,2,150.0,97.0,0,2,1.0,5.0,0,0,50
10676,2,400.0,97.0,0,2,1.0,4.8,1,0,57
10678,2,56.0,100.0,1,2,1.0,4.88,1,0,50
10679,2,150.0,97.0,0,4,1.0,4.8,0,0,62
10681,2,107.0,100.0,1,2,1.0,4.92,1,0,65
10687,2,150.0,0.0,0,1,2.0,5.0,1,0,57
10689,2,45.0,90.0,0,1,1.0,5.0,1,0,50
10690,2,85.0,100.0,0,1,1.0,4.84,1,0,50
10692,2,150.0,97.0,0,2,1.5,4.77,0,0,50
10694,2,150.0,97.0,0,3,1.0,4.96,1,0,43
10695,2,1000.0,97.0,0,2,1.0,4.8,1,0,50
10697,2,1890.0,97.0,0,1,1.0,5.0,1,1,50
10706,2,150.0,97.0,0,2,2.0,4.8,0,0,48
10709,2,150.0,97.0,0,8,1.0,4.8,0,0,50
10712,2,45.0,68.0,1,1,1.0,4.68,1,0,57
10713,2,55.0,68.0,1,1,1.0,4.92,1,0,57
10714,2,94.0,83.0,1,2,2.0,4.86,0,0,50
10719,2,150.0,97.0,0,2,1.0,5.0,0,0,50
10720,2,150.0,97.0,0,2,1.0,4.86,1,1,57
10728,2,51.0,97.0,0,1,1.0,5.0,0,0,62
10730,2,150.0,97.0,0,2,1.0,4.73,1,0,57
10732,2,150.0,97.0,0,2,1.0,4.8,1,0,50
10733,2,150.0,97.0,0,2,1.0,5.0,1,1,50
10734,2,150.0,97.0,0,2,1.0,4.5,0,0,50
10741,2,500.0,97.0,1,10,2.0,4.8,1,0,50
10743,2,58.0,100.0,1,2,1.0,4.84,1,0,50
10752,2,150.0,97.0,0,1,1.0,4.89,1,1,57
10753,2,3500.0,97.0,0,1,1.0,4.8,1,1,48
10758,2,150.0,97.0,0,1,1.0,4.8,1,0,65
10768,2,150.0,97.0,0,2,1.0,5.0,1,0,49
10770,2,95.0,100.0,1,2,1.0,4.84,0,0,50
10772,2,150.0,97.0,0,3,1.0,4.8,1,0,57
10773,2,42.0,100.0,1,2,1.0,4.97,0,0,50
10774,2,64.0,60.0,0,3,1.5,4.95,1,0,50
10786,2,150.0,97.0,0,2,1.0,4.8,1,1,57
10790,2,75.0,97.0,0,1,1.0,5.0,1,0,57
10794,2,53.0,100.0,0,3,1.5,4.33,0,0,50
10809,2,150.0,100.0,0,4,1.0,4.57,0,0,62
10812,2,150.0,97.0,0,2,2.0,5.0,0,0,49
10814,2,150.0,97.0,0,2,1.0,4.8,1,0,57
10816,2,150.0,97.0,0,2,1.0,4.8,0,0,50
10821,2,60.0,82.0,1,2,0.0,4.88,1,0,50
10825,2,150.0,97.0,0,2,2.5,5.0,0,0,50
10830,2,60.0,99.0,1,2,1.0,4.95,1,1,50
10832,2,150.0,97.0,0,2,1.0,5.0,0,0,57
10833,2,900.0,97.0,0,1,1.0,4.0,1,1,50
10837,2,150.0,97.0,0,2,1.0,4.92,0,0,50
10841,2,150.0,97.0,0,2,1.0,4.8,1,0,50
10843,2,125.0,97.0,0,3,1.5,4.48,0,0,50
10850,2,266.0,99.0,0,2,1.0,4.71,1,1,70
10854,2,67.0,100.0,0,2,1.0,4.7,0,0,50
10860,2,150.0,97.0,0,1,1.5,4.8,1,0,62
10864,2,150.0,97.0,0,2,1.5,4.8,1,0,50
10866,2,1180.0,97.0,0,1,1.5,4.0,1,1,50
10869,2,150.0,14.0,0,1,1.0,5.0,0,0,57
10872,2,150.0,97.0,0,1,1.0,4.8,1,0,50
10873,2,160.0,100.0,0,2,1.0,4.91,0,0,50
10874,2,136.0,100.0,1,2,1.0,4.93,1,0,50
10879,2,80.0,97.0,0,1,1.0,4.8,1,0,50
10884,2,99.0,14.0,0,1,1.0,4.28,0,0,57
10885,2,76.0,81.0,1,4,1.0,4.8,0,0,50
10892,2,150.0,97.0,0,1,1.0,4.8,0,0,57
10894,2,48.0,100.0,0,1,1.0,4.18,1,0,50
10895,2,150.0,97.0,0,2,1.0,4.8,1,0,50
10897,2,150.0,97.0,0,2,1.0,3.6,1,0,50
10899,2,150.0,97.0,0,2,3.0,5.0,0,0,65
10900,2,30.0,97.0,0,2,1.0,4.0,1,0,50
10916,2,150.0,97.0,0,1,2.5,4.8,1,0,50
10919,2,58.0,100.0,1,2,1.0,5.0,1,0,50
10921,2,150.0,97.0,0,2,1.0,5.0,1,0,57
10925,2,55.0,97.0,0,2,1.0,4.9,1,0,50
10928,2,150.0,97.0,0,1,1.0,4.8,0,0,46
10930,2,150.0,97.0,0,2,1.0,4.8,0,0,50
10931,2,150.0,97.0,0,2,1.0,4.91,1,1,50
10935,2,39.0,0.0,0,1,1.0,4.8,1,0,57
10936,2,150.0,97.0,0,1,1.0,4.8,1,0,40
10940,2,49.0,100.0,0,2,1.0,4.72,1,0,50
10941,2,150.0,97.0,0,1,1.0,5.0,0,0,43
10943,2,34.0,97.0,0,1,1.5,4.17,1,0,50
10945,2,52.0,100.0,0,2,1.0,4.79,1,0,50
10946,2,50.0,67.0,0,1,1.0,5.0,1,0,50
10947,2,47.0,100.0,0,2,1.0,4.93,1,0,50
10948,2,50.0,97.0,0,3,1.5,4.57,1,0,50
10951,2,71.0,98.0,0,2,1.0,4.91,1,0,50
10952,2,150.0,97.0,0,1,1.0,4.0,1,0,57
10954,2,150.0,100.0,0,2,1.0,5.0,1,0,62
10956,2,150.0,97.0,0,1,1.0,4.8,1,0,57
10957,2,950.0,97.0,0,1,1.0,5.0,1,1,48
10958,2,150.0,97.0,0,1,1.0,4.8,1,0,40
10959,2,150.0,97.0,0,2,1.0,5.0,0,0,41
10960,2,150.0,97.0,0,2,1.0,4.97,1,0,57
10962,2,64.0,97.0,1,2,1.5,4.95,1,0,50
10964,2,50.0,97.0,0,1,1.5,4.68,1,1,62
10966,2,62.0,91.0,1,2,1.0,4.97,1,0,49
10970,2,70.0,97.0,0,1,1.0,5.0,1,0,50
10974,2,150.0,97.0,0,2,3.0,4.5,1,0,50
10977,2,150.0,97.0,0,2,3.0,4.78,1,1,50
10978,2,55.0,97.0,0,1,1.0,4.5,1,0,50
10991,2,199.0,98.0,1,4,1.0,4.92,1,0,48
10994,2,150.0,97.0,0,3,1.0,4.8,1,0,50
10995,2,50.0,60.0,1,2,1.0,5.0,1,0,50
10996,2,150.0,0.0,0,2,1.0,4.8,0,0,50
10998,2,69.0,92.0,0,2,1.0,4.47,0,0,50
11001,2,150.0,97.0,0,2,1.0,4.8,1,0,57
11002,2,55.0,0.0,0,2,1.0,4.6,1,0,50
11004,2,50.0,94.0,0,2,2.0,4.33,1,0,50
