,room_type,price,host_acceptance_rate,host_is_superhost,accommodates,bathrooms,review_scores_cleanliness,host_identity_verified,instant_bookable,property_type
8969,3,45.0,0.0,0,4,1.0,4.0,1,0,85
8984,3,150.0,97.0,0,2,1.0,5.0,1,0,80
8990,3,50.0,99.0,0,1,1.5,3.93,1,0,86
9053,3,91.0,80.0,0,2,1.0,4.88,0,0,89
9093,3,23.0,0.0,0,4,1.0,5.0,1,0,85
9113,3,29.0,0.0,0,5,1.0,4.33,1,0,85
9128,3,150.0,97.0,0,4,1.0,4.8,1,0,89
9171,3,65.0,97.0,0,2,1.0,4.8,1,0,89
9302,3,150.0,97.0,0,2,1.0,4.8,1,1,94
9320,3,150.0,97.0,0,2,1.0,4.8,1,1,94
9367,3,89.0,97.0,0,2,1.0,5.0,1,0,89
9394,3,29.0,0.0,0,5,3.0,5.0,1,0,85
9428,3,150.0,97.0,0,1,2.0,4.8,1,0,85
9446,3,50.0,99.0,0,1,1.5,4.62,1,0,86
9447,3,50.0,99.0,0,1,1.0,3.87,1,0,86
9460,3,29.0,0.0,0,5,1.0,4.8,1,0,85
9494,3,43.0,0.0,0,4,1.0,4.8,1,0,85
9511,3,150.0,97.0,0,2,1.0,5.0,1,0,89
9545,3,50.0,99.0,0,1,1.0,4.94,1,0,86
9563,3,150.0,97.0,0,1,2.0,4.8,0,0,89
9568,3,50.0,99.0,0,1,1.5,4.43,1,0,86
9569,3,50.0,99.0,0,1,1.0,4.12,1,0,86
9571,3,150.0,97.0,0,2,2.5,5.0,1,0,89
9585,3,150.0,97.0,0,1,1.0,4.8,1,0,93
9615,3,50.0,99.0,0,1,1.5,4.5,1,0,86
9619,3,150.0,97.0,0,1,1.0,5.0,1,0,89
9674,3,95.0,97.0,0,2,1.0,5.0,1,0,89
9748,3,150.0,97.0,0,1,1.0,4.8,1,0,85
9785,3,150.0,97.0,0,1,1.0,5.0,1,0,84
9841,3,150.0,97.0,0,1,1.0,4.81,1,0,86
9911,3,150.0,97.0,0,1,2.0,4.8,0,0,89
10185,3,150.0,97.0,0,1,1.0,5.0,1,0,80
10194,3,150.0,97.0,0,4,1.0,4.0,1,0,85
10206,3,150.0,97.0,0,1,2.0,5.0,1,0,80
10207,3,150.0,97.0,0,1,2.0,5.0,1,0,80
10208,3,150.0,97.0,0,1,2.0,5.0,1,0,80
10226,3,150.0,97.0,0,1,1.0,4.8,1,1,89
10389,3,150.0,97.0,0,2,1.0,4.8,1,0,89
10422,3,150.0,97.0,0,1,1.0,4.8,1,0,89
10461,3,150.0,97.0,0,3,1.0,4.8,0,0,89
10536,3,150.0,97.0,0,1,1.0,4.8,1,0,80
10551,3,45.0,0.0,0,1,1.0,4.8,1,0,81
10670,3,60.0,97.0,0,1,1.0,4.89,1,0,89
10688,3,150.0,97.0,0,1,2.0,4.8,1,0,89
10746,3,150.0,97.0,0,8,1.0,4.8,1,0,81
10829,3,150.0,97.0,0,1,4.5,4.8,0,0,82
10861,3,150.0,97.0,0,1,1.5,4.8,0,0,89
10867,3,150.0,97.0,0,3,1.5,4.8,1,0,89
10877,3,150.0,97.0,0,16,1.0,4.7,1,0,75
11134,3,150.0,97.0,0,1,1.0,4.67,1,0,89
11229,3,150.0,97.0,0,1,1.0,4.8,0,0,89
11250,3,150.0,97.0,0,4,1.0,4.8,1,0,85
11259,3,150.0,97.0,0,2,1.0,4.8,1,0,85
11336,3,150.0,97.0,0,1,1.0,4.8,1,0,89
11345,3,150.0,97.0,0,2,1.0,4.7,0,0,89
11395,3,150.0,97.0,0,4,2.5,4.8,1,0,91
11477,3,150.0,97.0,0,2,2.0,4.8,0,0,89
11612,3,150.0,97.0,0,2,1.0,4.8,0,0,85
11622,3,65.0,97.0,0,1,1.0,4.36,1,0,89
11700,3,150.0,97.0,0,2,1.0,4.8,1,0,85
11818,3,30.0,88.0,0,1,1.0,4.27,1,0,85
11895,3,150.0,0.0,0,1,1.5,4.8,1,0,85
11942,3,150.0,97.0,0,2,1.0,4.8,1,1,89
11969,3,150.0,97.0,0,1,2.0,4.8,0,0,85
12069,3,50.0,99.0,0,1,1.5,4.11,1,0,86
12080,3,45.0,99.0,1,2,1.0,4.68,1,0,85
12096,3,150.0,97.0,0,1,1.0,4.33,1,0,89
12216,3,45.0,97.0,0,1,1.0,4.58,1,1,75
12217,3,24.0,97.0,1,4,3.0,4.8,1,1,85
12265,3,999.0,97.0,0,1,1.0,4.52,1,1,75
12268,3,150.0,97.0,0,2,1.0,4.8,0,0,85
12289,3,35.0,50.0,0,4,2.0,4.5,0,0,85
12312,3,25.0,0.0,0,4,1.0,4.8,1,0,85
12324,3,150.0,97.0,0,1,1.0,4.8,1,0,89
12391,3,55.0,97.0,0,3,1.0,4.67,1,0,85
12393,3,55.0,97.0,0,1,1.0,4.83,1,0,85
12407,3,150.0,97.0,0,1,1.5,4.8,1,1,89
12436,3,150.0,97.0,0,4,1.0,3.75,1,0,89
12484,3,150.0,97.0,0,1,2.0,3.0,1,0,89
12511,3,97.0,97.0,0,1,2.5,4.08,1,1,75
12569,3,53.0,99.0,0,1,1.0,4.51,1,1,76
12587,3,57.0,99.0,0,1,1.0,4.59,1,1,76
12605,3,29.0,0.0,0,5,3.0,4.8,1,0,85
12696,3,150.0,97.0,0,1,1.0,4.8,1,0,89
12711,3,150.0,97.0,0,1,1.0,4.8,0,0,89
12768,3,150.0,97.0,0,1,1.0,4.8,1,0,92
12797,3,150.0,97.0,0,6,2.0,4.8,1,0,85
12898,3,53.0,99.0,0,1,1.0,4.66,1,1,76
12901,3,150.0,97.0,0,1,1.0,4.8,1,0,89
12916,3,150.0,97.0,0,1,1.0,4.8,1,0,85
12924,3,150.0,0.0,0,2,2.0,4.8,1,0,85
12976,3,150.0,97.0,0,1,2.0,4.8,1,0,89
12995,3,150.0,97.0,0,2,3.0,4.8,1,0,89
12998,3,150.0,97.0,0,3,1.0,4.8,1,0,89
13000,3,150.0,97.0,0,2,1.0,4.8,1,0,89
13045,3,150.0,97.0,0,1,2.0,4.8,1,0,89
13062,3,986.0,97.0,0,1,0.0,4.8,1,1,89
13077,3,150.0,97.0,0,1,1.0,4.0,1,0,79
13601,3,150.0,97.0,0,1,1.0,5.0,0,0,89
13690,3,50.0,99.0,0,1,1.0,4.33,1,0,86
13693,3,150.0,97.0,0,1,1.5,4.8,1,0,89
13695,3,150.0,97.0,0,1,2.0,4.8,1,0,89
13856,3,35.0,72.0,1,1,4.0,5.0,1,0,85
13888,3,150.0,97.0,0,1,1.0,2.0,0,0,89
13910,3,150.0,97.0,0,2,1.0,4.8,1,0,85
13951,3,39.0,97.0,1,1,4.5,4.8,1,0,85
14035,3,28.0,50.0,0,4,1.5,4.8,1,0,84
14317,3,39.0,50.0,0,4,1.0,4.8,1,0,89
14389,3,150.0,97.0,0,1,3.0,5.0,1,0,85
14530,3,150.0,97.0,0,1,2.0,4.12,0,0,89
14822,3,249.0,97.0,0,4,1.0,4.8,1,1,85
14875,3,35.0,72.0,1,1,4.0,5.0,1,0,85
14917,3,35.0,72.0,1,1,4.0,4.79,1,0,85
15057,3,150.0,97.0,0,1,1.0,4.8,0,0,90
15069,3,150.0,97.0,0,16,1.0,4.8,1,0,93
15141,3,150.0,97.0,0,1,2.0,4.8,0,0,90
15176,3,150.0,97.0,0,1,2.0,4.8,0,0,90
15301,3,25.0,97.0,0,1,1.0,4.8,1,0,89
15348,3,150.0,97.0,0,1,3.0,4.8,1,0,75
15565,3,30.0,97.0,1,1,1.0,4.93,1,0,85
15575,3,33.0,97.0,1,1,1.0,4.87,1,0,85
15576,3,35.0,97.0,1,1,1.0,4.94,1,0,85
15648,3,60.0,97.0,0,5,2.0,4.5,0,0,85
15650,3,24.0,85.0,0,4,1.0,5.0,1,0,85
15651,3,23.0,85.0,0,3,1.0,4.8,1,0,85
15663,3,23.0,85.0,0,3,1.0,3.0,1,0,85
15694,3,23.0,85.0,0,5,1.0,4.0,1,0,85
15716,3,150.0,97.0,0,10,1.0,4.8,1,1,89
15807,3,28.0,73.0,0,1,2.5,4.43,1,0,86
15996,3,30.0,97.0,0,1,1.0,4.8,0,0,80
16303,3,26.0,0.0,0,1,2.0,5.0,0,0,89
16443,3,30.0,97.0,0,1,3.0,1.0,1,1,89
16490,3,45.0,97.0,0,1,1.5,4.8,1,0,85
16548,3,28.0,73.0,0,1,2.5,4.71,1,0,85
16652,3,22.0,73.0,0,1,2.5,3.5,1,0,86
16692,3,150.0,97.0,0,1,1.0,4.8,1,0,80
16899,3,150.0,97.0,0,2,1.0,4.8,1,0,92
17345,3,150.0,97.0,0,1,2.5,4.8,0,0,89
17581,3,29.0,98.0,0,1,2.0,4.53,1,0,85
17892,3,50.0,97.0,0,1,1.5,4.65,1,0,86
17893,3,50.0,97.0,0,1,1.0,4.4,1,1,75
18082,3,150.0,97.0,0,2,1.0,4.8,1,0,89
18134,3,150.0,97.0,0,1,1.0,4.8,1,0,85
18283,3,70.0,97.0,0,6,1.0,4.8,1,0,85
18433,3,120.0,97.0,0,1,1.0,4.8,1,1,89
18447,3,26.0,0.0,0,1,1.0,4.8,0,0,89
18448,3,26.0,0.0,0,1,2.0,5.0,0,0,89
18551,3,150.0,0.0,0,1,1.0,4.8,0,0,89
18701,3,40.0,0.0,0,1,1.0,4.8,0,0,89
19122,3,30.0,50.0,0,1,2.5,4.8,1,0,85
19135,3,19.0,100.0,0,1,1.0,3.63,1,0,77
19136,3,19.0,100.0,0,1,1.0,4.0,1,1,77
19195,3,50.0,99.0,0,1,1.0,3.6,1,0,86
19695,3,17.0,100.0,0,1,1.0,4.6,1,1,77
19928,3,35.0,50.0,0,4,2.0,4.8,0,0,85
20590,3,180.0,97.0,0,5,1.0,4.8,1,0,89
20996,3,35.0,97.0,0,8,1.0,4.8,1,1,85
