,room_type,price,host_acceptance_rate,host_is_superhost,accommodates,bathrooms,review_scores_cleanliness,host_identity_verified,instant_bookable,property_type
6265,0,1114.0,99.0,0,3,3.0,5.0,1,1,19
6266,0,726.0,100.0,1,2,1.0,4.89,1,1,81
6267,0,3033.0,100.0,1,4,2.0,4.94,1,0,19
6268,0,679.0,95.0,0,2,1.0,4.81,1,0,19
6269,0,2700.0,99.0,0,4,1.5,4.8,1,0,19
6270,0,3377.0,100.0,1,8,2.0,4.85,1,1,9
6273,0,1114.0,99.0,0,2,1.5,4.06,1,1,20
6274,0,3690.0,73.0,0,2,1.5,4.8,1,0,9
6275,0,1205.0,83.0,0,2,1.0,4.78,1,0,19
6282,0,2083.0,93.0,0,4,1.0,4.78,1,1,9
6283,0,1011.0,96.0,1,2,1.0,4.95,1,0,11
6284,0,2900.0,100.0,1,4,1.0,5.0,1,1,19
6285,0,500.0,50.0,0,2,1.0,4.08,1,0,9
6286,0,289.0,100.0,0,2,1.0,4.48,1,1,19
6288,0,1800.0,92.0,0,2,1.0,5.0,1,0,19
6293,0,1114.0,99.0,0,6,1.0,4.95,1,0,13
6294,0,1114.0,100.0,0,7,1.0,4.78,1,1,19
6296,0,1900.0,100.0,1,6,1.0,4.94,1,0,9
6299,0,5150.0,100.0,1,5,3.5,4.84,1,1,19
6300,0,1114.0,100.0,0,3,3.5,4.88,1,1,17
6301,0,480.0,75.0,0,1,1.0,5.0,1,0,19
6302,0,850.0,100.0,0,3,1.0,4.92,1,1,17
6303,0,851.0,100.0,0,3,1.0,4.89,1,1,17
6304,0,850.0,100.0,0,3,1.0,4.91,1,1,17
6307,0,900.0,99.0,0,4,1.0,4.85,1,0,17
6308,0,1994.0,100.0,0,4,2.0,4.71,1,1,19
6309,0,1114.0,100.0,1,4,2.0,4.93,1,0,20
6310,0,90000.0,100.0,0,2,2.0,4.7,1,0,19
6311,0,600.0,99.0,0,6,1.0,4.44,1,0,19
6312,0,861.0,100.0,0,3,1.0,4.88,1,1,17
6313,0,1114.0,95.0,1,4,1.0,5.0,1,0,19
6315,0,1498.0,100.0,1,3,1.5,4.85,1,0,19
6316,0,1490.0,67.0,0,4,2.0,4.76,1,1,19
6317,0,650.0,100.0,1,2,1.0,4.77,1,0,19
6319,0,518.0,100.0,0,2,1.0,4.81,1,0,11
6320,0,931.0,100.0,0,3,1.5,4.83,1,1,17
6322,0,2653.0,98.0,1,6,3.0,4.93,1,0,9
6324,0,1500.0,100.0,0,4,2.0,4.93,1,0,19
6325,0,1114.0,100.0,0,3,2.0,4.69,1,1,20
6329,0,1100.0,99.0,0,2,1.0,4.9,1,1,17
6330,0,1200.0,25.0,0,4,1.0,4.82,1,0,19
6332,0,3999.0,99.0,1,12,2.0,4.83,1,1,19
6335,0,274.0,93.0,0,1,1.0,4.6,1,0,9
6340,0,1114.0,99.0,0,2,1.0,4.86,1,1,19
6342,0,1114.0,92.0,0,2,2.5,4.8,1,0,19
6344,0,224.0,82.0,1,2,1.0,4.6,1,0,12
6345,0,1114.0,100.0,0,12,1.0,5.0,1,1,13
6348,0,904.0,75.0,0,4,1.0,4.75,1,0,17
6349,0,1114.0,96.0,1,6,1.0,4.93,1,0,9
6351,0,1296.0,100.0,1,6,1.0,4.78,1,1,20
6358,0,1628.0,99.0,0,6,2.0,4.79,1,0,19
6359,0,1114.0,99.0,0,4,2.0,4.8,0,0,10
6362,0,925.0,100.0,1,5,2.0,4.89,1,1,17
6363,0,864.0,96.0,0,6,3.0,5.0,1,0,11
6365,0,1114.0,92.0,0,5,3.0,4.8,1,1,19
6366,0,548.0,100.0,1,5,1.0,4.86,1,0,19
6367,0,6066.0,100.0,1,4,3.0,4.95,1,0,21
6369,0,1200.0,60.0,0,4,1.0,4.64,1,0,17
6370,0,700.0,81.0,1,4,1.0,4.85,1,0,19
6372,0,1748.0,100.0,0,4,2.0,4.91,1,0,19
6374,0,567.0,100.0,1,5,1.0,4.81,1,1,19
6375,0,1266.0,99.0,0,2,1.0,4.72,1,1,17
6376,0,6000.0,98.0,0,8,2.5,4.65,1,0,13
6377,0,663.0,100.0,0,4,1.0,4.62,1,1,9
6380,0,1114.0,92.0,0,2,2.0,5.0,1,0,19
6381,0,681.0,100.0,1,3,1.0,4.9,1,0,17
6382,0,2137.0,100.0,0,15,4.0,4.79,1,1,19
6385,0,1258.0,99.0,0,5,2.0,4.76,1,0,19
6387,0,3643.0,100.0,1,6,2.0,4.89,1,0,19
6388,0,954.0,100.0,1,6,1.0,4.84,1,0,19
6389,0,1250.0,98.0,1,2,1.0,4.92,1,0,17
6390,0,954.0,99.0,0,5,1.0,4.53,1,0,20
6391,0,1343.0,99.0,0,4,2.0,4.72,1,0,19
6392,0,952.0,99.0,0,1,1.0,4.4,1,0,17
6393,0,1114.0,100.0,1,2,1.0,4.92,1,0,19
6395,0,1517.0,0.0,0,2,1.0,5.0,1,0,19
6399,0,1100.0,0.0,0,2,1.0,5.0,1,0,19
6400,0,2205.0,100.0,1,2,1.0,4.82,1,0,9
6401,0,737.0,100.0,1,4,1.0,4.89,1,0,19
6402,0,2675.0,98.0,1,2,1.5,4.98,1,0,9
6406,0,1114.0,91.0,0,4,1.0,4.78,1,0,9
6408,0,2921.0,100.0,1,4,2.0,4.93,1,0,9
6409,0,1114.0,99.0,0,5,2.0,4.55,1,0,9
6412,0,650.0,40.0,0,2,1.0,4.75,1,0,19
6413,0,1400.0,44.0,0,4,1.0,4.67,1,0,9
6414,0,560.0,100.0,0,4,1.0,5.0,1,1,19
6415,0,1114.0,100.0,0,3,1.0,4.65,1,1,17
6416,0,1517.0,100.0,0,4,1.0,4.87,1,0,19
6418,0,845.0,50.0,0,4,1.0,5.0,1,0,19
6420,0,1771.0,100.0,1,6,2.0,4.78,1,1,9
6421,0,1143.0,99.0,0,6,1.0,4.91,1,1,19
6425,0,4000.0,50.0,0,7,3.5,4.71,1,1,13
6426,0,499.0,100.0,1,4,2.0,4.92,1,0,9
6428,0,1114.0,0.0,0,5,2.0,4.83,1,0,19
6429,0,2448.0,100.0,0,10,3.0,4.92,1,1,19
6437,0,1021.0,100.0,0,2,1.0,4.76,1,1,17
6438,0,717.0,89.0,1,4,1.0,4.94,1,0,9
6439,0,1001.0,95.0,1,6,2.0,4.91,1,1,19
6440,0,1719.0,100.0,0,6,1.0,4.62,1,0,19
6442,0,750.0,100.0,1,2,1.0,4.94,1,0,17
6443,0,1112.0,100.0,1,4,1.5,5.0,1,1,19
6444,0,900.0,100.0,0,6,2.0,4.88,1,1,19
6445,0,1199.0,100.0,0,5,1.0,4.28,1,0,9
6446,0,1200.0,96.0,1,4,2.0,4.94,1,0,19
6448,0,1057.0,100.0,0,4,1.0,4.74,1,1,19
6451,0,700.0,78.0,0,2,1.0,4.94,1,0,19
6452,0,1500.0,88.0,0,5,1.0,4.9,1,0,9
6454,0,6066.0,100.0,0,5,2.5,4.94,1,0,19
6455,0,1990.0,97.0,0,2,1.0,4.0,1,0,19
6457,0,1500.0,0.0,0,5,1.0,5.0,1,0,19
6458,0,1624.0,100.0,1,3,1.0,4.94,1,0,19
6460,0,1100.0,100.0,0,2,1.0,4.88,1,1,17
6461,0,807.0,90.0,1,3,1.0,4.91,1,0,19
6462,0,323.0,100.0,1,2,1.0,4.84,1,1,19
6465,0,1114.0,99.0,1,4,1.0,4.89,1,1,19
6466,0,959.0,100.0,1,3,1.0,4.63,1,0,19
6467,0,1621.0,100.0,0,4,2.0,4.75,1,0,19
6468,0,1480.0,100.0,1,5,2.0,4.87,1,1,19
6469,0,1114.0,98.0,0,3,2.0,4.72,1,0,19
6470,0,1817.0,100.0,1,3,1.0,4.9,1,0,19
6472,0,553.0,100.0,1,3,1.0,4.8,1,0,19
6480,0,2103.0,93.0,0,4,1.0,4.25,1,1,9
6482,0,731.0,100.0,1,3,1.0,4.9,1,0,19
6483,0,600.0,40.0,0,2,1.0,4.25,1,0,9
6488,0,3000.0,99.0,0,4,2.0,4.8,1,0,9
6491,0,996.0,100.0,1,6,1.0,4.92,1,1,19
6492,0,1370.0,100.0,0,4,1.0,5.0,1,0,19
6493,0,1029.0,99.0,1,2,1.0,4.86,1,0,19
6494,0,850.0,40.0,0,4,2.0,4.67,1,0,19
6498,0,850.0,0.0,0,4,1.0,5.0,1,0,19
6499,0,600.0,40.0,0,2,1.0,4.0,1,0,9
6500,0,1100.0,100.0,0,2,1.0,4.61,1,1,19
6501,0,1114.0,100.0,1,5,1.0,4.65,1,0,19
6502,0,1114.0,100.0,0,4,1.0,3.96,1,0,11
6503,0,1986.0,99.0,1,6,2.0,4.91,1,1,9
6504,0,1389.0,96.0,1,4,2.0,4.94,1,0,9
6507,0,4000.0,0.0,0,8,3.0,4.8,1,0,19
6509,0,1500.0,0.0,0,5,2.0,5.0,1,0,9
6513,0,410.0,99.0,1,4,1.0,4.77,1,0,19
6518,0,1406.0,100.0,1,3,1.0,4.78,1,0,19
6519,0,3500.0,99.0,0,7,1.0,4.86,1,0,19
6520,0,17467.0,67.0,0,7,4.5,4.78,1,0,13
6524,0,1114.0,75.0,0,2,6.0,4.45,1,1,13
6525,0,972.0,100.0,0,4,1.0,4.81,1,0,9
6527,0,800.0,0.0,0,3,1.0,5.0,1,0,19
6530,0,914.0,100.0,0,2,1.0,4.82,1,0,19
6531,0,800.0,100.0,1,4,1.0,4.9,1,0,19
6532,0,1147.0,100.0,1,2,1.0,4.88,1,0,19
6533,0,1114.0,0.0,0,4,1.0,5.0,1,0,19
6534,0,1114.0,99.0,0,5,1.0,5.0,1,1,19
6535,0,2066.0,99.0,0,6,2.0,4.87,1,0,9
6537,0,1085.0,88.0,0,4,1.5,4.63,1,0,17
6540,0,1114.0,99.0,0,5,1.5,4.38,1,0,19
6541,0,1114.0,99.0,0,5,1.5,5.0,1,0,19
6542,0,1169.0,100.0,1,6,1.0,4.56,1,1,19
6543,0,1645.0,50.0,0,4,2.0,4.67,1,0,9
6545,0,1114.0,100.0,1,2,1.0,4.56,1,0,19
6546,0,1114.0,0.0,0,2,1.0,4.95,1,0,9
6547,0,807.0,100.0,0,3,1.0,4.87,1,1,17
6549,0,1114.0,100.0,0,4,1.0,4.92,1,1,9
6551,0,1100.0,92.0,1,4,1.0,4.79,1,0,19
6552,0,1314.0,100.0,0,5,1.0,4.89,1,0,19
6553,0,1114.0,99.0,0,4,1.0,4.8,0,0,9
6554,0,853.0,100.0,0,3,1.5,4.88,1,1,17
6555,0,990.0,100.0,1,4,2.0,4.76,1,1,19
6557,0,2221.0,100.0,0,7,1.0,4.88,1,1,9
6558,0,764.0,100.0,0,4,1.0,4.78,1,1,9
6559,0,1139.0,100.0,0,5,2.0,4.82,1,1,9
6560,0,1203.0,100.0,0,5,2.0,4.83,1,1,9
6561,0,1136.0,100.0,0,5,1.0,4.87,1,1,9
6562,0,550.0,100.0,0,4,1.0,4.77,1,1,9
6563,0,1693.0,100.0,1,7,2.0,4.68,1,1,9
6564,0,1114.0,71.0,1,2,2.0,4.8,1,0,11
6566,0,1017.0,100.0,1,2,1.0,4.81,1,1,19
6567,0,811.0,100.0,0,3,1.0,4.85,1,1,17
6568,0,819.0,100.0,0,3,1.0,4.81,1,1,17
6569,0,883.0,100.0,0,3,1.0,4.82,1,1,17
6570,0,866.0,100.0,0,3,1.0,4.87,1,1,17
6571,0,824.0,100.0,0,3,1.0,4.83,1,1,17
6574,0,1114.0,99.0,0,6,1.0,5.0,1,0,19
6576,0,850.0,100.0,1,2,1.0,4.68,1,1,17
6577,0,1114.0,100.0,0,2,1.0,4.8,0,0,19
6579,0,977.0,100.0,0,6,1.0,4.71,1,0,19
6580,0,395.0,99.0,0,2,1.0,4.8,1,0,19
6581,0,1114.0,99.0,0,4,1.0,4.25,0,0,19
6582,0,883.0,62.0,0,14,1.0,4.66,1,0,19
6586,0,7200.0,98.0,0,15,5.5,4.5,1,0,13
6587,0,600.0,100.0,0,4,1.0,4.78,1,1,9
6588,0,796.0,100.0,0,4,1.0,4.81,1,1,9
6589,0,1149.0,100.0,0,6,1.0,4.76,1,1,9
6590,0,1101.0,100.0,0,5,1.0,4.81,1,1,9
6591,0,1114.0,100.0,0,14,1.0,1.0,1,1,19
6593,0,1114.0,100.0,0,11,1.0,4.75,1,1,19
6595,0,8200.0,98.0,0,13,5.5,4.71,1,1,13
6597,0,750.0,100.0,1,1,1.0,4.91,1,0,17
6600,0,10000.0,95.0,1,4,2.0,4.87,1,0,9
6601,0,564.0,100.0,1,4,1.0,4.94,1,0,19
6602,0,983.0,100.0,0,2,1.0,4.68,1,1,17
6604,0,1200.0,100.0,0,2,1.0,4.5,1,0,19
6605,0,500.0,46.0,1,2,1.0,5.0,1,0,17
6607,0,30332.0,100.0,0,6,1.0,3.0,1,0,19
6608,0,1142.0,100.0,0,5,2.0,4.17,1,1,7
6611,0,650.0,98.0,0,3,1.0,4.85,1,1,19
6612,0,30332.0,100.0,0,6,1.0,4.8,1,1,19
6613,0,4800.0,100.0,0,13,2.0,4.64,1,1,19
6614,0,1112.0,100.0,0,3,1.0,4.84,1,0,19
6615,0,650.0,91.0,0,5,1.0,4.61,1,0,19
6616,0,3036.0,91.0,1,5,2.0,5.0,1,0,13
6617,0,852.0,100.0,0,2,1.0,4.81,1,1,9
6618,0,1114.0,99.0,0,2,1.0,4.8,0,0,17
6619,0,1180.0,100.0,1,2,1.0,4.9,1,0,17
6622,0,829.0,100.0,0,2,1.0,4.66,1,1,9
6623,0,1114.0,98.0,0,6,1.0,4.14,1,1,19
6626,0,1840.0,91.0,0,3,1.0,4.74,1,1,19
6630,0,1114.0,99.0,0,2,2.5,4.8,1,0,19
6631,0,1114.0,99.0,0,4,2.5,4.86,0,0,19
6632,0,1114.0,99.0,0,3,2.5,5.0,0,0,19
6634,0,1439.0,99.0,1,2,1.0,4.85,1,1,19
6637,0,3443.0,100.0,1,4,1.0,5.0,1,0,9
6641,0,950.0,99.0,0,4,1.0,4.92,1,0,19
6642,0,1203.0,98.0,1,2,1.0,4.75,1,1,19
6643,0,1114.0,100.0,1,5,1.0,4.77,1,0,19
6645,0,604.0,100.0,1,2,1.0,4.95,1,0,9
6646,0,960.0,100.0,1,4,1.0,4.97,1,0,19
6647,0,1324.0,100.0,0,2,1.0,4.58,1,1,19
6648,0,10000.0,99.0,0,6,2.0,4.63,1,0,19
6649,0,922.0,100.0,0,2,2.0,4.56,1,0,9
6651,0,485.0,99.0,0,4,1.0,4.6,1,0,19
6653,0,1114.0,99.0,0,2,1.0,4.67,1,0,19
6655,0,2629.0,100.0,1,6,2.0,4.91,1,1,9
6656,0,1231.0,98.0,1,2,1.0,4.85,1,1,19
6657,0,1114.0,99.0,0,2,1.0,4.47,1,0,19
6659,0,2730.0,100.0,1,4,2.0,4.72,1,1,9
6660,0,1114.0,99.0,0,3,2.0,4.71,1,0,19
6661,0,1772.0,100.0,1,3,1.0,4.85,1,1,19
6663,0,2762.0,99.0,0,6,2.5,4.76,1,0,19
6666,0,809.0,100.0,0,2,1.0,4.72,0,0,9
6667,0,1144.0,80.0,1,4,2.0,4.73,1,0,19
6668,0,1114.0,100.0,1,5,2.0,4.91,1,0,19
6669,0,2450.0,41.0,0,4,2.0,3.6,1,0,19
6670,0,1114.0,99.0,0,2,2.0,4.73,1,0,19
6671,0,2170.0,99.0,0,8,3.0,4.87,1,0,19
6673,0,1114.0,36.0,0,2,3.0,3.6,1,0,19
6677,0,922.0,99.0,0,2,2.0,4.61,1,0,9
6678,0,1000.0,99.0,0,4,2.0,4.83,1,0,19
6681,0,650.0,99.0,0,4,1.0,4.93,1,0,19
6683,0,299.0,66.0,0,2,1.0,4.71,1,0,9
6684,0,620.0,66.0,0,5,1.0,4.5,1,0,9
6689,0,1056.0,100.0,0,3,1.0,4.59,1,1,9
6690,0,1236.0,100.0,1,2,1.0,4.9,1,0,19
6692,0,857.0,99.0,1,2,1.0,4.92,1,0,19
6693,0,1114.0,89.0,0,2,1.0,4.98,1,0,19
6696,0,2050.0,100.0,0,2,1.0,4.29,1,0,9
6697,0,1309.0,100.0,0,2,1.0,4.71,1,1,9
6698,0,607.0,99.0,0,1,1.0,4.8,1,0,19
6699,0,980.0,44.0,0,2,1.0,5.0,1,0,19
6703,0,9410.0,99.0,1,5,3.5,4.86,1,0,19
6704,0,987.0,99.0,1,3,1.0,4.97,1,0,19
6705,0,971.0,99.0,0,3,2.0,4.5,1,0,19
6706,0,1429.0,96.0,1,2,1.0,4.95,1,0,20
6708,0,1150.0,92.0,0,3,1.0,4.96,1,0,19
6709,0,1114.0,99.0,1,4,1.0,4.92,1,0,19
6710,0,780.0,80.0,0,3,1.0,4.43,1,1,17
6712,0,790.0,91.0,1,4,1.0,4.7,1,0,12
6713,0,499.0,66.0,0,8,1.0,4.75,1,0,9
6714,0,290.0,66.0,0,2,1.0,4.86,1,0,9
6715,0,1200.0,100.0,0,4,2.0,4.86,1,0,9
6717,0,3345.0,98.0,1,3,2.5,4.82,1,0,19
6719,0,2311.0,99.0,0,4,2.5,4.84,1,0,19
6721,0,1114.0,99.0,0,6,1.0,4.8,0,0,13
6722,0,1114.0,99.0,0,1,1.0,4.8,0,0,19
6723,0,831.0,100.0,0,4,1.0,4.65,1,0,9
6724,0,982.0,99.0,0,4,1.0,4.66,1,1,19
6725,0,1500.0,98.0,0,3,1.0,4.7,1,1,20
6727,0,1200.0,98.0,0,2,1.0,4.83,1,0,61
6728,0,1420.0,98.0,0,4,1.0,5.0,1,0,20
6729,0,655.0,99.0,1,4,1.0,4.71,1,1,13
6730,0,2500.0,100.0,1,4,2.0,4.95,1,0,19
6732,0,2164.0,84.0,1,4,1.5,4.95,1,0,19
6733,0,1114.0,99.0,0,3,1.5,4.8,0,0,2
6739,0,925.0,99.0,1,3,1.0,4.96,1,0,19
6742,0,6415.0,100.0,0,15,3.0,4.65,1,1,13
6743,0,500.0,99.0,0,2,1.0,4.8,1,0,19
6744,0,1114.0,99.0,0,4,1.0,4.8,0,0,9
6746,0,700.0,100.0,1,2,1.0,4.64,1,0,17
6747,0,699.0,95.0,0,4,1.0,5.0,1,0,19
6748,0,3023.0,100.0,1,8,2.0,4.84,1,1,19
6755,0,1800.0,100.0,1,2,1.0,5.0,1,0,9
6757,0,571.0,98.0,1,4,1.5,4.85,1,0,19
6758,0,870.0,37.0,0,16,4.0,4.84,1,0,19
6759,0,500.0,99.0,0,2,1.0,4.8,1,0,11
6760,0,1000.0,100.0,0,6,1.0,4.72,1,0,19
6761,0,1114.0,100.0,0,2,1.0,4.9,1,0,9
6763,0,673.0,100.0,0,6,1.0,4.57,1,1,9
6765,0,1114.0,99.0,0,4,1.0,5.0,0,0,19
6766,0,2400.0,100.0,1,5,2.0,4.94,1,0,19
6767,0,700.0,100.0,1,3,1.0,4.78,1,0,19
6768,0,990.0,100.0,0,10,2.5,4.8,1,1,25
6770,0,757.0,100.0,0,3,1.0,4.48,1,1,19
6772,0,1114.0,99.0,0,2,1.0,4.8,0,0,19
6775,0,650.0,100.0,0,5,1.0,4.41,1,1,19
6777,0,1413.0,50.0,0,4,2.0,4.9,1,0,19
6778,0,650.0,50.0,0,4,1.0,4.8,1,0,19
6779,0,1300.0,100.0,1,3,2.0,4.56,1,1,19
6780,0,700.0,100.0,0,3,1.0,5.0,1,0,9
6781,0,1150.0,100.0,0,4,1.0,4.72,1,1,19
6783,0,2900.0,99.0,0,4,1.0,4.8,1,0,19
6784,0,5000.0,100.0,0,8,2.5,4.88,1,0,9
6786,0,586.0,100.0,0,2,1.0,4.54,1,1,11
6789,0,810.0,91.0,0,4,2.0,4.55,1,0,19
6790,0,450.0,88.0,0,2,1.0,4.72,1,1,12
6791,0,951.0,100.0,0,2,1.0,4.92,1,0,19
6792,0,1066.0,96.0,0,4,1.0,4.48,1,1,19
6793,0,1114.0,100.0,0,2,1.0,4.64,1,0,13
6794,0,2632.0,99.0,1,6,3.0,4.74,1,0,19
6795,0,1336.0,92.0,0,2,1.0,4.94,1,0,9
6796,0,1200.0,92.0,0,2,1.0,4.33,1,0,19
6797,0,1200.0,92.0,0,2,1.0,4.91,1,1,19
6799,0,1200.0,92.0,0,2,1.0,4.88,1,0,19
6800,0,1001.0,100.0,0,5,1.0,4.72,1,0,19
6803,0,1114.0,100.0,1,4,1.5,4.87,1,1,19
6805,0,971.0,98.0,1,2,1.0,4.84,1,0,9
6811,0,825.0,100.0,1,3,1.0,4.86,1,0,19
6813,0,1540.0,100.0,0,11,1.0,4.69,1,0,2
6817,0,1099.0,100.0,0,2,1.0,4.89,1,1,19
6818,0,1114.0,99.0,0,2,1.0,4.5,1,1,19
6819,0,836.0,100.0,0,3,1.0,4.86,1,0,9
6823,0,1114.0,99.0,0,5,1.0,5.0,0,0,19
6826,0,780.0,70.0,1,2,1.0,4.82,1,0,17
6827,0,1114.0,99.0,0,4,1.0,5.0,0,0,19
6835,0,1114.0,99.0,0,4,1.0,4.8,0,0,13
6836,0,2744.0,98.0,1,6,1.5,4.88,1,0,19
6837,0,1820.0,97.0,1,2,1.0,4.88,1,0,19
6840,0,942.0,100.0,0,5,2.0,4.75,1,1,9
6845,0,1114.0,99.0,0,3,1.0,5.0,1,0,19
6846,0,6185.0,99.0,1,8,2.0,4.91,1,1,17
6848,0,3500.0,100.0,0,4,2.5,4.91,1,0,19
6849,0,1200.0,86.0,0,2,1.0,4.78,1,0,19
6852,0,596.0,100.0,0,2,1.0,4.8,1,1,9
6854,0,1000.0,88.0,1,2,1.0,4.87,1,0,19
6855,0,1154.0,98.0,1,3,1.0,4.94,1,1,9
6857,0,933.0,100.0,0,5,1.0,4.64,1,0,19
6859,0,2000.0,74.0,1,5,3.5,4.91,1,0,19
6860,0,3175.0,100.0,0,4,2.0,4.86,1,1,9
6861,0,900.0,100.0,0,2,1.0,4.75,1,1,19
6862,0,814.0,100.0,1,2,1.0,4.83,1,1,9
6864,0,1097.0,99.0,1,2,1.0,4.82,1,1,17
6865,0,351.0,97.0,0,1,1.0,4.85,1,0,19
6866,0,1114.0,99.0,1,4,1.0,4.49,1,0,13
6867,0,665.0,100.0,1,6,1.0,4.8,1,1,19
6868,0,405.0,66.0,0,8,1.0,4.55,1,0,9
6869,0,207.0,66.0,0,2,1.0,5.0,1,0,9
6870,0,215.0,66.0,0,3,1.0,4.0,1,0,9
6871,0,200.0,66.0,0,1,1.0,4.25,1,0,9
6872,0,2375.0,100.0,1,2,1.0,4.9,1,0,13
6873,0,995.0,100.0,1,4,2.0,4.81,1,1,19
6874,0,1188.0,98.0,1,5,1.0,4.94,1,1,19
6875,0,4250.0,100.0,0,4,2.0,4.8,1,0,9
6877,0,900.0,100.0,1,2,1.0,4.83,1,0,11
6878,0,900.0,100.0,1,2,1.0,4.85,1,0,11
6879,0,1200.0,100.0,1,4,1.0,4.82,1,0,11
6880,0,1618.0,99.0,0,3,1.0,4.76,1,1,19
6883,0,1000.0,97.0,1,2,1.5,4.8,1,0,19
6889,0,1395.0,0.0,0,3,2.0,5.0,1,0,19
6890,0,1900.0,100.0,0,6,2.5,4.78,1,1,19
6892,0,680.0,100.0,1,4,1.0,5.0,1,0,9
6893,0,1120.0,0.0,0,3,2.0,4.8,1,0,19
6895,0,3830.0,100.0,1,4,2.0,4.96,1,0,9
6896,0,410.0,0.0,0,2,1.0,4.5,1,0,19
6897,0,748.0,99.0,0,4,1.0,4.65,1,0,19
6898,0,1114.0,100.0,1,6,1.0,4.96,1,1,20
6900,0,1460.0,99.0,0,4,2.0,5.0,1,0,19
6901,0,6586.0,100.0,0,10,4.0,4.63,1,1,13
6903,0,900.0,99.0,0,2,1.0,4.8,1,0,19
6909,0,800.0,100.0,0,3,1.0,4.7,1,0,17
6916,0,1150.0,63.0,0,6,1.5,4.8,1,0,19
6917,0,354.0,97.0,0,3,1.0,4.28,1,0,19
6921,0,1600.0,100.0,1,8,2.0,5.0,1,1,19
6923,0,943.0,98.0,1,4,1.0,4.84,1,1,9
6929,0,1500.0,96.0,1,5,1.0,4.75,1,0,9
6934,0,999.0,0.0,0,5,1.0,5.0,1,0,19
6935,0,2190.0,100.0,0,6,2.0,4.8,1,0,19
6939,0,1114.0,99.0,0,2,1.0,4.8,1,0,19
6942,0,460.0,71.0,0,2,1.0,4.9,1,0,12
6943,0,2350.0,41.0,0,4,2.0,4.67,1,0,19
6944,0,1596.0,100.0,0,3,2.0,4.74,1,1,19
6945,0,759.0,100.0,0,2,1.0,4.58,1,1,11
6946,0,1595.0,91.0,1,10,3.0,4.79,1,0,19
6947,0,1114.0,100.0,0,6,2.0,4.91,1,0,19
6949,0,4408.0,100.0,1,6,2.0,4.69,1,1,19
6950,0,1114.0,81.0,1,5,2.0,4.97,1,0,19
6953,0,21042.0,100.0,1,14,4.0,4.8,1,0,19
6956,0,610.0,100.0,1,2,1.0,5.0,1,0,11
6958,0,1713.0,92.0,1,4,1.5,4.93,1,0,9
6959,0,450.0,99.0,1,2,1.0,4.75,1,0,19
6961,0,747.0,99.0,0,5,1.0,4.75,1,0,19
6962,0,1361.0,98.0,1,5,1.0,4.94,1,1,19
6963,0,1114.0,92.0,0,4,1.0,4.8,1,0,11
6964,0,1136.0,98.0,1,3,1.0,4.87,1,1,9
6965,0,1350.0,98.0,1,5,1.0,4.9,1,0,19
6966,0,1133.0,98.0,1,3,1.0,4.91,1,1,19
6968,0,1700.0,100.0,1,2,1.0,4.82,1,0,17
6969,0,1607.0,100.0,1,4,1.0,4.61,1,1,19
6972,0,951.0,99.0,0,4,1.0,4.82,1,0,19
6975,0,1836.0,99.0,0,6,2.0,4.8,1,1,19
6977,0,1192.0,64.0,0,5,2.0,4.92,1,0,19
6978,0,1099.0,98.0,1,2,1.0,4.97,1,0,9
6980,0,697.0,99.0,1,4,1.0,4.82,1,1,19
6982,0,3003.0,86.0,1,6,2.0,4.93,0,0,19
6984,0,1114.0,99.0,0,2,2.0,4.8,0,0,19
6989,0,1022.0,98.0,0,3,1.0,4.85,1,0,9
6990,0,1500.0,100.0,0,2,1.0,3.67,1,1,11
6992,0,1100.0,100.0,0,3,2.0,4.89,1,0,19
6993,0,3811.0,100.0,0,4,2.0,4.78,1,0,19
6994,0,1114.0,100.0,0,4,2.0,4.84,1,0,19
6995,0,3500.0,56.0,0,4,1.0,5.0,1,0,19
6996,0,1114.0,99.0,0,2,1.0,4.8,1,1,19
6998,0,1200.0,100.0,0,5,2.0,4.64,1,1,19
6999,0,750.0,99.0,0,8,1.0,4.8,1,0,19
7005,0,926.0,100.0,0,3,1.0,4.85,1,1,17
7006,0,850.0,100.0,0,3,1.0,4.88,1,1,17
7007,0,6857.0,98.0,0,16,4.5,3.85,1,1,13
7008,0,867.0,100.0,0,3,1.0,4.88,1,1,17
7009,0,897.0,100.0,0,5,1.0,4.86,1,1,17
7010,0,315.0,66.0,0,2,1.0,4.76,1,0,9
7011,0,1060.0,96.0,1,5,1.0,4.57,1,0,19
7016,0,1850.0,100.0,1,4,1.0,4.96,1,1,19
7017,0,4036.0,100.0,0,4,2.0,4.76,1,0,19
7018,0,4360.0,100.0,0,4,2.0,4.86,1,0,19
7019,0,3960.0,100.0,0,4,1.0,4.78,1,0,19
7020,0,4040.0,100.0,0,4,2.0,4.7,1,0,19
7021,0,1100.0,100.0,0,5,2.0,4.71,1,1,9
7022,0,921.0,50.0,0,4,1.5,4.91,1,0,9
7023,0,1114.0,99.0,0,4,1.5,4.8,1,0,13
7025,0,973.0,70.0,0,2,1.0,4.82,1,0,81
7026,0,1147.0,100.0,0,5,1.0,4.71,1,1,19
7027,0,853.0,100.0,0,4,1.0,4.76,1,1,9
7028,0,550.0,100.0,0,4,1.0,4.79,1,1,9
7029,0,1114.0,69.0,0,2,1.0,4.55,1,0,19
7032,0,1104.0,98.0,0,4,1.0,4.68,1,1,19
