,room_type,price,host_acceptance_rate,host_is_superhost,accommodates,bathrooms,review_scores_cleanliness,host_identity_verified,instant_bookable,property_type
33658,1,256.0,87.0,0,2,1.0,4.8,1,1,72
33670,1,370.0,87.0,0,2,1.0,4.33,1,1,72
33672,1,320.0,87.0,0,2,1.0,4.8,1,1,72
33673,1,376.0,87.0,0,2,1.0,4.8,1,1,72
33674,1,340.0,87.0,0,2,1.0,4.75,1,1,72
33685,1,330.0,87.0,0,2,1.0,5.0,1,1,72
33686,1,390.0,87.0,0,2,2.0,4.5,1,1,72
33688,1,300.0,87.0,0,2,1.0,4.0,1,1,72
33689,1,328.0,87.0,0,8,2.0,4.8,1,1,72
33690,1,328.0,87.0,0,12,3.0,4.8,1,1,72
33691,1,328.0,87.0,0,16,4.0,4.8,1,1,72
35160,1,360.0,87.0,0,4,1.0,5.0,1,1,72
35161,1,838.0,87.0,0,8,2.0,5.0,1,1,72
35162,1,150.0,87.0,0,12,2.0,5.0,1,1,72
35203,1,288.0,87.0,0,4,1.0,4.8,1,1,72
35213,1,150.0,87.0,0,8,1.0,4.8,1,1,72
35214,1,150.0,87.0,0,12,1.0,4.8,1,1,72
35594,1,150.0,87.0,0,4,1.0,4.8,1,1,72
35605,1,150.0,87.0,0,4,2.0,4.8,1,1,72
35708,1,799.0,87.0,0,8,2.0,4.8,1,1,72
35709,1,150.0,87.0,0,8,2.0,4.8,1,1,72
35710,1,150.0,87.0,0,12,2.0,4.8,1,1,72
35718,1,150.0,87.0,0,12,3.0,4.8,1,1,72
36109,1,1199.0,97.0,0,12,3.0,4.8,0,1,72
36110,1,150.0,97.0,0,16,3.0,4.8,0,1,72
36111,1,999.0,97.0,0,2,1.0,5.0,0,1,72
36112,1,799.0,97.0,0,8,2.0,4.8,0,1,72
36122,1,416.0,97.0,0,4,1.0,5.0,0,1,72
36924,1,1598.0,87.0,0,12,3.0,4.8,1,1,70
36925,1,1822.0,87.0,0,12,3.0,4.8,1,1,70
36926,1,2131.0,87.0,0,16,4.0,4.8,1,1,70
36927,1,2430.0,87.0,0,16,4.0,4.8,1,1,70
36928,1,1436.0,87.0,0,12,3.0,4.8,1,1,70
36929,1,2214.0,87.0,0,16,4.0,4.8,1,1,70
37817,1,150.0,98.0,0,2,1.0,4.58,1,1,72
38702,1,240.0,97.0,0,2,1.0,4.8,0,1,72
38703,1,300.0,97.0,0,2,1.0,4.77,0,1,72
40318,1,200.0,87.0,0,2,1.0,4.8,1,1,72
40319,1,200.0,87.0,0,2,1.0,4.8,1,1,72
40320,1,308.0,87.0,0,2,1.0,4.8,1,1,72
40321,1,308.0,87.0,0,2,1.0,4.8,1,1,72
40322,1,280.0,87.0,0,2,1.0,4.8,1,1,72
40323,1,280.0,87.0,0,2,1.0,4.8,1,1,72
40324,1,224.0,87.0,0,4,1.0,4.8,1,1,72
40325,1,224.0,87.0,0,4,1.0,4.8,1,1,72
40336,1,224.0,87.0,0,8,2.0,4.8,1,1,72
40337,1,224.0,87.0,0,8,2.0,4.8,1,1,72
40338,1,244.0,87.0,0,4,1.0,4.8,1,1,72
40339,1,244.0,87.0,0,4,1.0,4.8,1,1,72
40340,1,304.0,87.0,0,2,1.0,4.8,1,1,72
40350,1,304.0,87.0,0,2,1.0,4.8,1,1,72
40351,1,240.0,87.0,0,2,1.0,4.8,1,1,72
40352,1,240.0,87.0,0,2,1.0,4.8,1,1,72
40353,1,268.0,87.0,0,2,1.0,4.8,1,1,72
40354,1,268.0,87.0,0,2,1.0,4.8,1,1,72
41573,1,150.0,87.0,0,2,1.0,4.8,1,1,70
41574,1,150.0,87.0,0,2,1.0,4.8,1,1,70
41575,1,150.0,87.0,0,2,1.0,4.8,1,1,70
41576,1,150.0,87.0,0,2,1.0,4.8,1,1,70
41577,1,150.0,87.0,0,4,1.0,4.8,1,1,70
42389,1,240.0,87.0,0,3,1.0,4.8,1,1,72
42390,1,240.0,87.0,0,3,1.0,4.8,1,1,72
42401,1,224.0,87.0,0,2,1.0,4.8,1,1,72
42402,1,224.0,87.0,0,2,1.0,4.8,1,1,72
42403,1,240.0,87.0,0,4,1.0,4.8,1,1,72
42404,1,240.0,87.0,0,4,1.0,4.8,1,1,72
42405,1,240.0,87.0,0,8,2.0,4.8,1,1,72
42406,1,240.0,87.0,0,8,2.0,4.8,1,1,72
42708,1,224.0,87.0,0,2,1.0,4.8,1,1,70
42709,1,224.0,87.0,0,2,1.0,4.8,1,1,70
42710,1,187.0,87.0,0,2,1.0,5.0,1,1,72
42711,1,199.0,87.0,0,2,1.0,5.0,1,1,72
42712,1,199.0,87.0,0,2,1.0,4.8,1,1,72
42713,1,209.0,87.0,0,2,1.0,5.0,1,1,72
42999,1,398.0,87.0,0,3,1.0,4.8,1,1,70
43000,1,497.0,87.0,0,3,1.0,4.8,1,1,70
43001,1,398.0,87.0,0,4,1.0,4.8,1,1,70
43012,1,497.0,87.0,0,8,2.0,4.8,1,1,70
43013,1,497.0,87.0,0,4,1.0,4.8,1,1,70
43014,1,398.0,87.0,0,8,2.0,4.8,1,1,70
43015,1,352.0,87.0,0,3,1.0,4.8,1,1,70
43016,1,352.0,87.0,0,3,1.0,4.8,1,1,70
43017,1,345.0,87.0,0,3,1.0,4.8,1,1,70
43018,1,345.0,87.0,0,3,1.0,4.8,1,1,70
43111,1,150.0,87.0,0,4,1.0,4.8,1,1,70
43114,1,150.0,87.0,0,4,1.0,4.8,1,1,70
43115,1,150.0,87.0,0,8,1.0,4.8,1,1,70
43116,1,150.0,87.0,0,8,1.0,4.8,1,1,70
43117,1,150.0,87.0,0,2,1.0,4.8,1,1,70
43118,1,150.0,87.0,0,2,1.0,4.8,1,1,70
43119,1,215.0,87.0,0,2,1.0,4.8,1,1,70
43306,1,323.0,87.0,0,2,1.0,4.8,1,1,70
43307,1,404.0,87.0,0,2,1.0,4.8,1,1,70
43308,1,345.0,87.0,0,4,1.0,4.8,1,1,70
43309,1,345.0,87.0,0,8,2.0,4.8,1,1,70
43310,1,345.0,87.0,0,8,2.0,4.8,1,1,70
43311,1,345.0,87.0,0,4,1.0,4.8,1,1,70
